256,64,64,8,256,32,256,8,tanh,sigmoid,tanh,softmax,softmax,softmax,sigmoid,tanh,rmsprop,binary_crossentropy,0.039076995104551315
8,256,8,256,128,512,256,512,softmax,relu,relu,relu,sigmoid,tanh,sigmoid,tanh,adam,binary_crossentropy,0.5246405601501465
8,32,256,16,8,16,8,128,sigmoid,softmax,tanh,sigmoid,tanh,relu,sigmoid,sigmoid,sgd,binary_crossentropy,0.4495013952255249
512,512,32,16,128,16,32,64,tanh,tanh,relu,tanh,relu,relu,sigmoid,softmax,adam,binary_crossentropy,0.4495013952255249
128,128,8,256,256,64,512,256,sigmoid,tanh,relu,sigmoid,relu,tanh,softmax,relu,rmsprop,categorical_crossentropy,0.4495013952255249
256,16,128,128,8,16,32,128,tanh,relu,softmax,sigmoid,tanh,relu,softmax,relu,adam,binary_crossentropy,0.4495013952255249
64,64,32,256,16,128,256,64,tanh,tanh,tanh,relu,relu,softmax,sigmoid,relu,adam,categorical_crossentropy,0.5356563329696655
512,128,256,512,16,32,128,256,tanh,relu,softmax,softmax,sigmoid,softmax,softmax,tanh,adam,categorical_crossentropy,0.35093924403190613
8,32,32,16,8,128,16,32,relu,relu,tanh,sigmoid,tanh,relu,tanh,tanh,rmsprop,categorical_crossentropy,0.5059717297554016
64,8,64,128,16,16,128,256,tanh,tanh,softmax,sigmoid,sigmoid,relu,tanh,relu,adam,categorical_crossentropy,0.4495013952255249
8,32,512,128,512,16,32,64,sigmoid,relu,sigmoid,softmax,relu,tanh,relu,tanh,adam,categorical_crossentropy,0.4495013952255249
256,16,512,256,8,32,64,512,tanh,softmax,relu,relu,softmax,softmax,softmax,softmax,rmsprop,categorical_crossentropy,0.044816792011260986
256,256,64,256,128,64,256,64,tanh,softmax,softmax,sigmoid,sigmoid,relu,softmax,tanh,adam,binary_crossentropy,0.4495013952255249
64,256,16,8,32,256,32,256,tanh,relu,relu,sigmoid,tanh,relu,softmax,sigmoid,rmsprop,binary_crossentropy,0.4841141104698181
512,512,8,512,128,256,512,256,tanh,tanh,relu,relu,relu,tanh,softmax,tanh,rmsprop,categorical_crossentropy,0.5498608350753784
64,512,512,128,32,32,16,64,tanh,sigmoid,sigmoid,relu,sigmoid,sigmoid,tanh,sigmoid,adam,categorical_crossentropy,0.4495013952255249
16,32,512,128,128,16,32,64,sigmoid,relu,sigmoid,softmax,relu,tanh,relu,tanh,adam,categorical_crossentropy,0.4495013952255249
64,64,256,64,256,64,128,128,tanh,tanh,tanh,sigmoid,sigmoid,relu,relu,relu,adam,categorical_crossentropy,0.5219155550003052
128,256,16,128,64,16,256,128,softmax,softmax,relu,relu,tanh,softmax,sigmoid,relu,rmsprop,binary_crossentropy,0.4495013952255249
64,64,128,256,16,128,256,64,tanh,tanh,tanh,relu,relu,softmax,sigmoid,relu,rmsprop,categorical_crossentropy,0.4971010982990265
8,32,64,16,8,128,16,32,relu,relu,tanh,sigmoid,tanh,relu,tanh,tanh,rmsprop,categorical_crossentropy,0.5188427567481995
